time,open,high,low,close,volume,date,datetime
2021-06-17 04:01:00,128.905944247,129.055718776,128.81607953,128.985823996,1434.0,2021-06-17,04:01:00
2021-06-17 04:02:00,128.846034436,128.846034436,128.806094561,128.806094561,765.0,2021-06-17,04:02:00
2021-06-17 04:03:00,128.806094561,128.806094561,128.806094561,128.806094561,1916.0,2021-06-17,04:03:00
2021-06-17 04:04:00,128.806094561,129.005793933,128.806094561,128.985823996,5057.0,2021-06-17,04:04:00
2021-06-17 04:07:00,129.005793933,129.005793933,129.005793933,129.005793933,889.0,2021-06-17,04:07:00
2021-06-17 04:08:00,128.965854058,128.965854058,128.925914184,128.925914184,1848.0,2021-06-17,04:08:00
2021-06-17 04:10:00,128.905944247,128.905944247,128.806094561,128.806094561,2992.0,2021-06-17,04:10:00
2021-06-17 04:11:00,128.806094561,128.81607953,128.786124624,128.806094561,4163.0,2021-06-17,04:11:00
2021-06-17 04:16:00,128.806094561,128.81607953,128.806094561,128.81607953,781.0,2021-06-17,04:16:00
2021-06-17 04:17:00,128.945884121,129.045733807,128.945884121,129.045733807,2261.0,2021-06-17,04:17:00
2021-06-17 04:18:00,129.055718776,129.055718776,129.005793933,129.005793933,1390.0,2021-06-17,04:18:00
2021-06-17 04:19:00,129.015778901,129.02576387,129.005793933,129.02576387,3231.0,2021-06-17,04:19:00
2021-06-17 04:20:00,129.015778901,129.015778901,129.015778901,129.015778901,2134.0,2021-06-17,04:20:00
2021-06-17 04:21:00,129.015778901,129.015778901,129.015778901,129.015778901,329.0,2021-06-17,04:21:00
2021-06-17 04:22:00,128.945884121,128.945884121,128.945884121,128.945884121,225.0,2021-06-17,04:22:00
2021-06-17 04:23:00,128.866004373,128.866004373,128.866004373,128.866004373,118.0,2021-06-17,04:23:00
2021-06-17 04:24:00,128.875989341,128.905944247,128.846034436,128.846034436,1248.0,2021-06-17,04:24:00
2021-06-17 04:25:00,128.81607953,128.81607953,128.81607953,128.81607953,885.0,2021-06-17,04:25:00
2021-06-17 04:28:00,128.846034436,128.846034436,128.846034436,128.846034436,152.0,2021-06-17,04:28:00
2021-06-17 04:31:00,128.915929216,128.915929216,128.905944247,128.905944247,364.0,2021-06-17,04:31:00
2021-06-17 04:33:00,128.925914184,128.925914184,128.925914184,128.925914184,1126.0,2021-06-17,04:33:00
2021-06-17 04:35:00,128.925914184,128.925914184,128.925914184,128.925914184,291.0,2021-06-17,04:35:00
2021-06-17 04:36:00,128.925914184,128.925914184,128.925914184,128.925914184,801.0,2021-06-17,04:36:00
2021-06-17 04:37:00,128.895959278,128.895959278,128.895959278,128.895959278,138.0,2021-06-17,04:37:00
2021-06-17 04:40:00,128.875989341,128.875989341,128.875989341,128.875989341,753.0,2021-06-17,04:40:00
2021-06-17 04:42:00,128.806094561,128.806094561,128.806094561,128.806094561,584.0,2021-06-17,04:42:00
2021-06-17 04:43:00,128.796109593,128.796109593,128.716229844,128.726214813,2158.0,2021-06-17,04:43:00
2021-06-17 04:46:00,128.74618475,128.74618475,128.706244876,128.706244876,919.0,2021-06-17,04:46:00
2021-06-17 04:47:00,128.796109593,128.796109593,128.796109593,128.796109593,449.0,2021-06-17,04:47:00
2021-06-17 04:48:00,128.716229844,128.786124624,128.706244876,128.786124624,563.0,2021-06-17,04:48:00
2021-06-17 04:55:00,128.766154687,128.766154687,128.766154687,128.766154687,216.0,2021-06-17,04:55:00
2021-06-17 04:56:00,128.766154687,128.766154687,128.766154687,128.766154687,1044.0,2021-06-17,04:56:00
2021-06-17 05:02:00,128.726214813,128.726214813,128.726214813,128.726214813,326.0,2021-06-17,05:02:00
2021-06-17 05:06:00,128.836049467,128.935899153,128.836049467,128.935899153,465.0,2021-06-17,05:06:00
2021-06-17 05:07:00,128.95586909,128.95586909,128.95586909,128.95586909,222.0,2021-06-17,05:07:00
2021-06-17 05:09:00,128.95586909,128.965854058,128.95586909,128.95586909,630.0,2021-06-17,05:09:00
2021-06-17 05:10:00,128.985823996,128.985823996,128.985823996,128.985823996,807.0,2021-06-17,05:10:00
2021-06-17 05:16:00,128.95586909,128.95586909,128.95586909,128.95586909,204.0,2021-06-17,05:16:00
2021-06-17 05:22:00,129.02576387,129.02576387,129.02576387,129.02576387,553.0,2021-06-17,05:22:00
2021-06-17 05:23:00,128.95586909,128.95586909,128.95586909,128.95586909,250.0,2021-06-17,05:23:00
2021-06-17 05:29:00,129.045733807,129.045733807,129.045733807,129.045733807,1099.0,2021-06-17,05:29:00
2021-06-17 05:31:00,129.155568461,129.175538398,129.155568461,129.175538398,1003.0,2021-06-17,05:31:00
2021-06-17 05:35:00,129.155568461,129.155568461,129.155568461,129.155568461,462.0,2021-06-17,05:35:00
