time,open,high,low,close,volume,date,datetime
2021-07-19 04:01:00,145.630766603,145.630766603,145.031668489,145.4410522,3719.0,2021-07-19,04:01:00
2021-07-19 04:02:00,145.291277671,145.560871823,145.291277671,145.381142389,13027.0,2021-07-19,04:02:00
2021-07-19 04:03:00,145.401112326,145.431067231,145.381142389,145.381142389,9602.0,2021-07-19,04:03:00
2021-07-19 04:04:00,145.431067231,145.4410522,145.421082263,145.431067231,6432.0,2021-07-19,04:04:00
2021-07-19 04:05:00,145.431067231,145.4410522,145.411097294,145.431067231,7495.0,2021-07-19,04:05:00
2021-07-19 04:06:00,145.401112326,145.401112326,145.341202514,145.341202514,1051.0,2021-07-19,04:06:00
2021-07-19 04:07:00,145.321232577,145.321232577,145.321232577,145.321232577,468.0,2021-07-19,04:07:00
2021-07-19 04:08:00,145.30126264,145.431067231,145.281292703,145.421082263,3029.0,2021-07-19,04:08:00
2021-07-19 04:10:00,145.381142389,145.381142389,145.381142389,145.381142389,216.0,2021-07-19,04:10:00
2021-07-19 04:11:00,145.30126264,145.30126264,145.30126264,145.30126264,463.0,2021-07-19,04:11:00
2021-07-19 04:12:00,145.30126264,145.421082263,145.30126264,145.421082263,1138.0,2021-07-19,04:12:00
2021-07-19 04:13:00,145.431067231,145.431067231,145.37115742,145.37115742,1419.0,2021-07-19,04:13:00
2021-07-19 04:14:00,145.431067231,145.461022137,145.381142389,145.431067231,5088.0,2021-07-19,04:14:00
2021-07-19 04:15:00,145.480992074,145.480992074,145.461022137,145.461022137,1029.0,2021-07-19,04:15:00
2021-07-19 04:16:00,145.471007106,145.51094698,145.471007106,145.51094698,3718.0,2021-07-19,04:16:00
2021-07-19 04:17:00,145.471007106,145.471007106,145.471007106,145.471007106,620.0,2021-07-19,04:17:00
2021-07-19 04:18:00,145.570856791,145.570856791,145.461022137,145.461022137,3466.0,2021-07-19,04:18:00
2021-07-19 04:20:00,145.471007106,145.471007106,145.471007106,145.471007106,736.0,2021-07-19,04:20:00
2021-07-19 04:25:00,145.560871823,145.560871823,145.560871823,145.560871823,1349.0,2021-07-19,04:25:00
2021-07-19 04:26:00,145.51094698,145.51094698,145.51094698,145.51094698,364.0,2021-07-19,04:26:00
2021-07-19 04:28:00,145.51094698,145.51094698,145.51094698,145.51094698,1166.0,2021-07-19,04:28:00
2021-07-19 04:29:00,145.471007106,145.570856791,145.471007106,145.471007106,2702.0,2021-07-19,04:29:00
2021-07-19 04:30:00,145.471007106,145.471007106,145.471007106,145.471007106,488.0,2021-07-19,04:30:00
2021-07-19 04:31:00,145.461022137,145.461022137,145.411097294,145.411097294,1590.0,2021-07-19,04:31:00
2021-07-19 04:32:00,145.411097294,145.411097294,145.351187483,145.351187483,344.0,2021-07-19,04:32:00
2021-07-19 04:34:00,145.431067231,145.431067231,145.331217546,145.331217546,1272.0,2021-07-19,04:34:00
2021-07-19 04:35:00,145.421082263,145.431067231,145.421082263,145.431067231,976.0,2021-07-19,04:35:00
2021-07-19 04:36:00,145.341202514,145.341202514,145.281292703,145.30126264,3160.0,2021-07-19,04:36:00
